Date,open,close,high,low,volumn,price_change,day,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,percent_change
2015-12-17,283.3,271.95,284.9,270.5,1220000.0,0.0483,2015-12-17,262.28999999999996,259.73999999999995,260.7825,688086.0,540498.0,455091.0,-0.011090909090909151
2015-12-18,285.65,281.9,290.0,281.15,998750.0,0.0083,2015-12-18,267.57,261.91999999999996,261.7275,847420.0,621118.0,491570.5,0.03658760801617933
2015-12-21,285.2,284.5,288.4,281.55,243330.0,-0.0016,2015-12-21,273.16999999999996,264.7,262.8725,875972.0,634186.0,491137.0,0.009223128769067168
2015-12-22,282.85,285.7,287.55,282.0,197450.0,-0.008199999999999999,2015-12-22,279.81,267.57000000000005,264.15749999999997,607462.0,529931.0,480350.0,0.004217926186291798
2015-12-23,276.3,283.1,285.2,275.1,199790.0,-0.0232,2015-12-23,281.42999999999995,270.135,265.0225,571864.0,523818.0,475410.5,-0.00910045502275103
2015-12-24,279.2,276.6,283.5,275.0,183810.0,0.0105,2015-12-24,282.36,272.325,265.4325,364626.0,526356.0,475999.5,-0.022960084775697664
2015-12-28,275.9,280.0,280.9,275.0,135550.0,-0.0118,2015-12-28,281.98,274.775,266.08250000000004,191986.0,519703.0,450534.5,0.01229211858279089
2015-12-29,284.95,276.2,286.75,276.0,385290.0,0.032799999999999996,2015-12-29,280.32,276.745,266.90250000000003,220378.0,548175.0,447443.5,-0.013571428571428568
2015-12-30,284.7,284.1,297.35,280.0,869770.0,-0.0009,2015-12-30,280.0,279.90500000000003,268.32,354842.0,481152.0,461999.5,0.028602461984069683
2015-12-31,283.75,282.0,286.9,281.8,179010.0,-0.0033,2015-12-31,279.78000000000003,280.605,269.495,350686.0,461275.0,461193.0,-0.00739176346356929
2016-01-01,288.05,284.4,291.2,283.3,215730.0,0.0152,2016-01-01,281.34,281.85,270.795,357070.0,360848.0,450673.0,0.008510638297872353
2016-01-04,280.45,287.8,288.0,277.65,162530.0,-0.0264,2016-01-04,282.9,282.44,272.18,362466.0,277226.0,449172.0,0.011954992967651235
2016-01-05,282.45,282.0,288.0,278.1,173480.0,0.0070999999999999995,2016-01-05,284.06000000000006,282.19,273.44500000000005,320104.0,270241.0,452213.5,-0.020152883947185618
2016-01-06,274.3,282.55,286.0,272.2,206550.0,-0.028900000000000002,2016-01-06,283.75,281.875,274.72249999999997,187460.0,271151.0,400541.0,0.0019503546099290947
2016-01-07,269.85,270.1,273.8,267.1,187070.0,-0.016200000000000003,2016-01-07,281.37,280.575,275.355,189072.0,269879.0,396848.5,-0.044062997699522155
2016-01-08,273.0,272.3,279.0,267.45,271410.0,0.011699999999999999,2016-01-08,278.95,280.14500000000004,276.235,200208.0,278639.0,402497.5,0.00814513143280271
2016-01-11,267.75,269.95,273.0,267.0,121690.0,-0.0192,2016-01-11,275.38,279.14,276.9575,192040.0,277253.0,398478.0,-0.008630187293426461
2016-01-12,265.8,268.05,271.95,264.1,113800.0,-0.0073,2016-01-12,272.59000000000003,278.325,277.53499999999997,180104.0,250104.0,399139.5,-0.007038340433413559
2016-01-13,259.55,268.4,269.0,256.5,209650.0,-0.0235,2016-01-13,269.76,276.755,278.33,180724.0,184092.0,332622.0,0.001305726543555208
2016-01-14,255.6,256.8,260.1,254.0,110290.0,-0.0152,2016-01-14,267.1,274.235,277.41999999999996,165368.0,177220.0,319247.5,-0.04321907600596109
2016-01-15,253.75,257.95,261.85,252.1,134160.0,-0.0072,2016-01-15,264.22999999999996,271.59,276.71999999999997,137918.0,169063.0,264955.5,0.004478193146417286
2016-01-18,243.5,251.0,251.85,242.05,120840.0,-0.0404,2016-01-18,260.43999999999994,267.90999999999997,275.175,137748.0,164894.0,221060.0,-0.026943206047683632
2016-01-19,243.8,237.2,249.2,237.2,108270.0,0.0012,2016-01-19,254.26999999999998,263.43,272.81,136642.0,158373.0,214307.0,-0.05498007968127494
2016-01-20,243.65,241.8,245.55,239.05,190500.0,-0.0006,2016-01-20,248.95,259.35499999999996,270.615,132812.0,156768.0,213959.5,0.019392917369308593
2016-01-21,246.35,243.85,248.35,241.55,414910.0,0.0111,2016-01-21,246.35999999999999,256.73,268.65250000000003,193736.0,179552.0,224715.5,0.008478081058726161
2016-01-22,250.3,248.1,254.9,247.0,156260.0,0.016,2016-01-22,244.38999999999996,254.31,267.22749999999996,198156.0,168037.0,223338.0,0.0174287471806438
2016-01-25,248.65,251.1,254.2,242.5,49560.0,-0.0066,2016-01-25,244.41,252.425,265.78249999999997,183900.0,160824.0,219038.5,0.012091898428053138
2016-01-27,247.55,248.95,250.95,245.15,60760.0,-0.0044,2016-01-27,246.76,250.51499999999996,264.41999999999996,174398.0,155520.0,202812.0,-0.008562325766626855
2016-01-28,252.8,248.0,254.5,244.0,318560.0,0.0212,2016-01-28,248.0,248.475,262.615,200010.0,166411.0,175251.5,-0.0038160273147217483
2016-01-29,263.3,251.95,267.0,249.0,1050000.0,0.0415,2016-01-29,249.61999999999998,247.99,261.1125,327028.0,260382.0,218801.0,0.015927419354838657
2016-02-01,259.9,263.1,265.0,258.1,131640.0,-0.0129,2016-02-01,252.61999999999998,248.50500000000002,260.0475,322104.0,260130.0,214596.5,0.044254812462790394
2016-02-02,250.55,259.15,259.55,248.2,132350.0,-0.036000000000000004,2016-02-02,254.23000000000002,249.32000000000002,258.61499999999995,338662.0,261281.0,213087.5,-0.015013302926644045
2016-02-03,246.05,247.1,250.45,242.5,96560.0,-0.018000000000000002,2016-02-03,253.85999999999999,250.31,256.87,345822.0,260110.0,209241.5,-0.04649816708469989
2016-02-04,244.95,246.85,249.8,243.2,50560.0,-0.0045000000000000005,2016-02-04,253.63000000000002,250.815,255.08500000000004,292222.0,246116.0,201442.0,-0.0010117361392149027
2016-02-05,246.2,241.0,250.5,241.0,154640.0,0.0051,2016-02-05,251.44,250.52999999999997,253.63000000000002,113150.0,220089.0,199820.5,-0.023698602390115453
2016-02-08,245.8,247.0,248.75,243.8,37500.0,-0.0016,2016-02-08,248.21999999999997,250.42,252.365,94322.0,208213.0,188125.0,0.024896265560165887
2016-02-09,243.25,244.7,246.5,241.1,38520.0,-0.0104,2016-02-09,245.33,249.78000000000003,251.10250000000002,75556.0,207109.0,183966.5,-0.009311740890688314
2016-02-10,242.5,244.05,244.45,240.0,101450.0,-0.0031,2016-02-10,244.71999999999997,249.29000000000002,249.9025,76534.0,211178.0,183349.0,-0.0026563138536983555
2016-02-11,225.2,242.5,243.9,223.0,163110.0,-0.0713,2016-02-11,243.85,248.74,248.60750000000002,99044.0,195633.0,181022.0,-0.006351157549682518
2016-02-12,222.45,229.65,230.0,220.1,236650.0,-0.012199999999999999,2016-02-12,241.58,246.51,247.25,115446.0,114298.0,187340.0,-0.052989690721649496
2016-02-15,224.75,225.0,230.0,224.1,166780.0,0.0103,2016-02-15,237.18,242.7,245.60250000000002,141302.0,117812.0,188971.0,-0.020248203788373664
2016-02-16,225.15,225.3,228.8,223.0,174120.0,0.0018,2016-02-16,233.3,239.315,244.31750000000002,168422.0,121989.0,191635.0,0.0013333333333334085
2016-02-17,228.0,227.0,238.4,221.15,239980.0,0.0127,2016-02-17,229.89000000000001,237.305,243.80750000000003,196128.0,136331.0,198220.5,0.00754549489569456
2016-02-18,225.15,230.8,230.8,221.1,126560.0,-0.0125,2016-02-18,227.55,235.7,243.25750000000002,188818.0,143931.0,195023.5,0.016740088105726914
2016-02-19,225.85,227.8,230.0,224.3,138100.0,0.0031,2016-02-19,227.18,234.38000000000002,242.45499999999998,169108.0,142277.0,181183.0,-0.012998266897746968
2016-02-22,225.15,229.9,229.9,225.0,89710.0,-0.0031,2016-02-22,228.16,232.67000000000002,241.54500000000002,153694.0,147498.0,177855.5,0.00921861281826164
2016-02-23,225.0,225.05,226.9,223.9,95410.0,-0.0007000000000000001,2016-02-23,228.11000000000004,230.70499999999998,240.2425,137952.0,153187.0,180148.0,-0.021096128751631138
2016-02-24,225.1,221.85,226.9,221.85,64569.99999999999,0.0004,2016-02-24,227.08,228.48499999999999,238.8875,102870.0,149499.0,180338.5,-0.014219062430571028
2016-02-25,225.3,225.2,226.85,222.1,42550.0,0.0009,2016-02-25,225.95999999999998,226.75500000000002,237.7475,86068.0,137443.0,166538.0,0.015100292990759545
2016-02-26,225.1,226.7,228.85,224.0,89130.0,-0.0009,2016-02-26,225.74,226.45999999999998,236.48500000000004,76274.0,122691.0,118494.5,0.006660746003552376
2016-02-29,222.05,225.2,226.0,218.7,142080.0,-0.013500000000000002,2016-02-29,224.8,226.48000000000002,234.59,86748.0,120221.0,119016.5,-0.006616674018526725
2016-03-01,225.05,226.5,226.5,223.1,62890.0,0.013500000000000002,2016-03-01,225.09,226.6,232.95750000000004,80244.0,109098.0,115543.5,0.005772646536412074
2016-03-02,228.55,227.5,237.5,226.5,67410.0,0.015600000000000001,2016-03-02,226.21999999999997,226.65,231.97750000000002,80812.0,91841.0,114086.0,0.004415011037527616
2016-03-03,232.2,228.7,237.15,227.95,66790.0,0.016,2016-03-03,226.92,226.44,231.07,85660.0,85864.0,114897.5,0.005274725274725167
2016-03-04,237.05,231.15,240.0,231.1,82270.0,0.0209,2016-03-04,227.81,226.775,230.57749999999996,84288.0,80281.0,111279.0,0.010712724092697856
2016-03-08,234.25,234.15,239.8,233.0,103640.0,-0.0118,2016-03-08,229.6,227.2,229.935,76600.0,81674.0,114586.0,0.0129785853341986
2016-03-09,231.05,236.1,236.1,230.0,83680.0,-0.0137,2016-03-09,231.51999999999998,228.30499999999998,229.50499999999997,80758.0,80501.0,116844.0,0.00832799487508007
2016-03-10,226.35,231.95,234.45,225.0,62040.0,-0.0203,2016-03-10,232.41,229.315,228.9,79684.0,80248.0,114873.5,-0.01757729775518846
2016-03-11,225.3,227.25,230.0,225.0,48690.0,-0.0046,2016-03-11,232.11999999999998,229.52000000000004,228.1375,76064.0,80862.0,109152.5,-0.02026298771286905
2016-03-14,225.1,225.0,229.0,225.0,73020.0,-0.0009,2016-03-14,230.89000000000001,229.35,227.90500000000003,74214.0,79251.0,100971.0,-0.00990099009900991
2016-03-15,224.85,225.05,227.4,222.0,190190.0,-0.0011,2016-03-15,229.07,229.33499999999998,227.90749999999997,91524.0,84062.0,102141.5,0.00022222222222234578
2016-03-16,225.05,224.1,226.5,224.1,28570.0,0.0009,2016-03-16,226.67,229.09499999999997,227.8475,80502.0,80630.0,94864.0,-0.004221284159075855
2016-03-17,228.3,226.0,240.0,225.25,847370.0,0.0144,2016-03-17,225.47999999999996,228.945,227.79749999999999,237568.0,158626.0,125233.5,0.008478357875948195
2016-03-18,232.8,228.5,233.95,228.5,78190.0,0.0197,2016-03-18,225.72999999999996,228.925,227.68249999999998,243468.0,159766.0,122815.0,0.01106194690265494
2016-03-21,229.5,234.2,235.25,228.0,30600.0,-0.014199999999999999,2016-03-21,227.57,229.23000000000002,228.0025,234984.0,154599.0,117440.0,0.02494529540481394
2016-03-22,228.45,229.75,233.3,227.1,44720.0,-0.0046,2016-03-22,228.51,228.79000000000002,227.99499999999998,205890.0,148707.0,115190.5,-0.01900085397096496
2016-03-23,226.15,226.1,229.9,225.95,30970.0,-0.0101,2016-03-23,228.91,227.79000000000002,228.04749999999999,206370.0,143436.0,111968.5,-0.01588683351468989
2016-03-28,225.0,227.0,228.9,224.0,52140.0,-0.0051,2016-03-28,229.10999999999999,227.295,228.305,47324.0,142446.0,111347.0,0.003980539584254705
2016-03-29,224.55,225.0,228.0,220.5,181480.0,-0.002,2016-03-29,228.41,227.07,228.29500000000002,67982.0,155725.0,118293.5,-0.008810572687224627
2016-03-30,225.0,225.0,226.6,224.05,77500.0,0.002,2016-03-30,226.57,227.07,228.20999999999998,77362.0,156173.0,117712.0,0.0
2016-03-31,225.45,225.1,230.5,222.6,133090.0,0.002,2016-03-31,225.64000000000001,227.075,228.20499999999998,95036.0,150463.0,117262.5,0.0004444444444444695
2016-04-01,228.6,223.25,231.15,223.25,52190.0,0.013999999999999999,2016-04-01,225.07,226.99,228.04249999999996,99280.0,152825.0,116727.5,-0.008218569524655717
2016-04-04,227.1,226.25,232.0,226.25,46760.0,-0.0066,2016-04-04,224.92,227.01500000000001,227.97999999999996,98204.0,72764.0,115695.0,0.013437849944008873
2016-04-05,226.55,224.0,228.5,224.0,25810.0,-0.0024,2016-04-05,224.71999999999997,226.565,227.74499999999998,67070.0,67526.0,113646.0,-0.009944751381215422
2016-04-06,229.9,224.05,233.9,224.05,63720.0,0.0148,2016-04-06,224.53000000000003,225.55,227.39000000000001,64314.0,70838.0,112718.5,0.0002232142857143682
2016-04-07,227.95,229.95,230.55,226.7,19450.0,-0.0085,2016-04-07,225.5,225.57,227.17999999999998,41586.0,68311.0,108509.0,0.02633340772149073
2016-04-08,234.65,228.0,236.0,226.4,84220.0,0.0294,2016-04-08,226.45,225.76,226.775,47992.0,73636.0,108536.0,-0.008480104370515273
2016-04-11,233.8,235.0,236.3,231.05,24360.0,-0.0036,2016-04-11,228.2,226.56,226.92749999999995,43512.0,70858.0,106652.0,0.030701754385964897
2016-04-12,231.15,232.4,235.0,230.05,52240.0,-0.0113,2016-04-12,229.88000000000002,227.3,227.185,48798.0,57934.0,106829.5,-0.01106382978723397
2016-04-13,233.85,233.0,235.9,231.7,37360.0,0.011699999999999999,2016-04-13,231.67,228.1,227.58499999999998,43526.0,53920.0,105046.5,0.002581755593803692
2016-04-18,232.55,235.0,235.9,231.75,27690.0,-0.005600000000000001,2016-04-18,232.68,229.09,228.08250000000004,45174.0,43380.0,96921.5,0.008583690987124415
2016-04-20,246.3,230.4,250.5,230.4,288250.0,0.0591,2016-04-20,233.16,229.805,228.39749999999998,85980.0,66986.0,109905.5,-0.019574468085106322
2016-04-21,245.05,245.15,249.55,243.2,56970.0,-0.0051,2016-04-21,235.19,231.69500000000002,229.35500000000002,92502.0,68007.0,70385.5,0.06401909722222232
2016-04-22,241.9,246.3,246.3,240.0,32500.0,-0.0129,2016-04-22,237.96999999999997,233.925,230.24499999999998,88554.0,68676.0,68101.0,0.004691005506832546
2016-04-25,239.95,240.05,244.8,238.1,39960.0,-0.008100000000000001,2016-04-25,239.38000000000002,235.525,230.5375,89074.0,66300.0,68569.0,-0.025375558262281772
2016-04-26,235.3,240.05,241.5,235.0,33500.0,-0.0194,2016-04-26,240.39000000000001,236.53500000000003,231.0525,90236.0,67705.0,68008.0,0.0
2016-04-27,270.8,236.0,275.0,234.1,1270000.0,0.1509,2016-04-27,241.51000000000005,237.33500000000004,231.54749999999999,286586.0,186283.0,129959.5,-0.016871485107269324
